id,neo4j_id,label
Nonsyndromic_respiratory_or_mediastinal_malformation_Orphanet_108993,872267,Non-syndromic respiratory or mediastinal malformation
Nonsyndromic_syndactyly_Orphanet_90025,872268,Non-syndromic syndactyly
Nonsyndromic_urogenital_tract_malformation_Orphanet_165704,872269,Non-syndromic urogenital tract malformation
Nonsyndromic_urogenital_tract_malformation_of_male_and_female_Orphanet_182124,872270,Non-syndromic urogenital tract malformation of male and female
Nonsyndromic_visceral_malformation_Orphanet_108971,872271,Non-syndromic visceral malformation
Noonan_syndrome_Orphanet_648,872272,Noonan syndrome
Noonan_syndrome_and_Noonanrelated_syndrome_Orphanet_98733,872273,Noonan syndrome and Noonan-related syndrome
Normosmic_congenital_hypogonadotropic_hypogonadism_Orphanet_432,872274,Normosmic congenital hypogonadotropic hypogonadism
Nose_and_cavum_anomaly_Orphanet_156246,872275,Nose and cavum anomaly
Oculocutaneous_albinism_Orphanet_55,872276,Oculocutaneous albinism
Oculocutaneous_or_ocular_albinism_Orphanet_98706,872277,Oculocutaneous or ocular albinism
Oligoarticular_juvenile_idiopathic_arthritis_Orphanet_85410,872278,Oligoarticular juvenile idiopathic arthritis
Oligodontia_Orphanet_99798,872279,Oligodontia
Oligosaccharidosis_Orphanet_79215,872280,Oligosaccharidosis
Omenn_syndrome_Orphanet_39041,872281,Omenn syndrome
Organic_aciduria_Orphanet_289899,872282,Organic aciduria
Orofacial_clefting_syndrome_Orphanet_139039,872283,Orofacial clefting syndrome
Orofaciodigital_syndrome_Orphanet_140997,872284,Orofaciodigital syndrome
Orofaciodigital_syndrome_type_6_Orphanet_2754,872285,Orofaciodigital syndrome type 6
Oromandibularlimb_anomalies_syndrome_Orphanet_156215,872286,Oromandibular-limb anomalies syndrome
Osteogenesis_imperfecta_Orphanet_666,872287,Osteogenesis imperfecta
Osteogenesis_imperfecta_type_2_Orphanet_216804,872288,Osteogenesis imperfecta type 2
Osteogenesis_imperfecta_type_3_Orphanet_216812,872289,Osteogenesis imperfecta type 3
Osteogenesis_imperfecta_type_4_Orphanet_216820,872290,Osteogenesis imperfecta type 4
Osteonecrosis_Orphanet_399158,872291,Osteonecrosis
Osteonecrosis_of_genetic_origin_Orphanet_399380,872292,Osteonecrosis of genetic origin
Osteopetrosis_and_related_disorders_Orphanet_2781,872293,Osteopetrosis and related disorders
Other_dermis_disorder_Orphanet_79381,872294,Other dermis disorder
Other_epidermal_disorder_Orphanet_79359,872295,Other epidermal disorder
Other_genetic_dermis_disorder_Orphanet_477808,872296,Other genetic dermis disorder
Other_genetic_epidermal_disease_Orphanet_79360,872297,Other genetic epidermal disease
Other_immunodeficiency_syndromes_due_to_defects_in_innate_immunity_Orphanet_331193,872298,Other immunodeficiency syndromes due to defects in innate immunity
Other_metabolic_disease_Orphanet_91088,872299,Other metabolic disease
Other_metabolic_disease_with_epilepsy_Orphanet_225713,872300,Other metabolic disease with epilepsy
Other_syndrome_with_a_central_nervous_system_malformation_as_a_major_feature_Orphanet_269531,872301,Other syndrome with a central nervous system malformation as a major feature
Other_syndrome_with_lissencephaly_as_a_major_feature_Orphanet_102010,872302,Other syndrome with lissencephaly as a major feature
Otomandibular_dysplasia_Orphanet_155896,872303,Otomandibular dysplasia
Ovarioleukodystrophy_Orphanet_99853,872304,Ovarioleukodystrophy
Overgrowth_or_tall_stature_syndrome_with_skeletal_involvement_Orphanet_498448,872305,Overgrowth or tall stature syndrome with skeletal involvement
Overgrowth_syndrome_Orphanet_93460,872306,Overgrowth syndrome
PTEN_hamartoma_tumor_syndrome_Orphanet_306498,872307,PTEN hamartoma tumor syndrome
Panuveitis_Orphanet_280898,872308,Panuveitis
Paroxysmal_dyskinesia_Orphanet_1431,872309,Paroxysmal dyskinesia
Paroxysmal_dystonia_Orphanet_200037,872310,Paroxysmal dystonia
Patellar_dysostosis_Orphanet_93455,872311,Patellar dysostosis
Paternal_uniparental_disomy_Orphanet_98154,872312,Paternal uniparental disomy
Pattern_dystrophy_Orphanet_63454,872313,Pattern dystrophy
Pediatriconset_glaucoma_Orphanet_523000,872314,Pediatric-onset glaucoma
Pediatriconset_glaucoma_of_genetic_origin_Orphanet_359,872315,Pediatric-onset glaucoma of genetic origin
Peeling_skin_syndrome_Orphanet_817,872316,Peeling skin syndrome
Periodic_fever_syndrome_Orphanet_101995,872317,Periodic fever syndrome
Periodic_fever_syndrome_of_childhood_Orphanet_324939,872318,Periodic fever syndrome of childhood
Periodic_paralysis_Orphanet_206976,872319,Periodic paralysis
Periventricular_nodular_heterotopia_Orphanet_98892,872320,Periventricular nodular heterotopia
Permanent_congenital_hypothyroidism_Orphanet_226292,872321,Permanent congenital hypothyroidism
Peroxisomal_disease_Orphanet_68373,872322,Peroxisomal disease
Peroxisomal_disease_with_epilepsy_Orphanet_225686,872323,Peroxisomal disease with epilepsy
Peroxisome_biogenesis_disorder_Orphanet_79189,872324,Peroxisome biogenesis disorder
Perrault_syndrome_Orphanet_2855,872325,Perrault syndrome
Perrault_syndrome_type_1_Orphanet_642945,872326,Perrault syndrome type 1
Perrault_syndrome_type_2_Orphanet_642976,872327,Perrault syndrome type 2
Persistent_combined_dystonia_Orphanet_391711,872328,Persistent combined dystonia
Pheochromocytomaparaganglioma_Orphanet_573163,872329,Pheochromocytoma-paraganglioma
Pierre_Robin_syndrome_associated_with_bone_disease_Orphanet_138055,872330,Pierre Robin syndrome associated with bone disease
Pierre_Robin_syndrome_associated_with_collagen_disease_Orphanet_138041,872331,Pierre Robin syndrome associated with collagen disease
Pigmentation_anomaly_of_the_skin_Orphanet_79374,872332,Pigmentation anomaly of the skin
Pilocytic_astrocytoma_Orphanet_251612,872333,Pilocytic astrocytoma
Pilomyxoid_astrocytoma_Orphanet_251615,872334,Pilomyxoid astrocytoma
Pituitary_adenoma_Orphanet_99408,872335,Pituitary adenoma
Pituitary_deficiency_Orphanet_101957,872336,Pituitary deficiency
Pituitary_hormone_deficiency_of_tumoral_origin_Orphanet_95503,872337,Pituitary hormone deficiency of tumoral origin
Pituitary_stalk_interruption_syndrome_Orphanet_95496,872338,Pituitary stalk interruption syndrome
Pituitary_tumor_Orphanet_304055,872339,Pituitary tumor
Polyarticular_juvenile_idiopathic_arthritis_Orphanet_404580,872340,Polyarticular juvenile idiopathic arthritis
Polycythemia_Orphanet_98427,872341,Polycythemia
Polyendocrinopathy_Orphanet_101956,872342,Polyendocrinopathy
Polymalformative_genetic_syndrome_with_increased_risk_of_developing_cancer_Orphanet_183422,872343,Polymalformative genetic syndrome with increased risk of developing cancer
Polymicrogyria_Orphanet_35981,872344,Polymicrogyria
Pontocerebellar_hypoplasia_type_1_Orphanet_2254,872345,Pontocerebellar hypoplasia type 1
Porphyria_Orphanet_738,872346,Porphyria
Postaxial_polydactyly_type_A_Orphanet_93334,872347,Postaxial polydactyly type A
Posterior_corneal_dystrophy_Orphanet_98627,872348,Posterior corneal dystrophy
Posterior_fossa_malformation_Orphanet_98519,872349,Posterior fossa malformation
Posterior_uveitis_Orphanet_280892,872350,Posterior uveitis
Postsynaptic_congenital_myasthenic_syndromes_Orphanet_98913,872351,Postsynaptic congenital myasthenic syndromes
PraderWilli_syndrome_Orphanet_739,872352,Prader-Willi syndrome
Precursor_Bcell_acute_lymphoblastic_leukemia_Orphanet_99860,872353,Precursor B-cell acute lymphoblastic leukemia
Precursor_Tcell_acute_lymphoblastic_leukemia_Orphanet_99861,872354,Precursor T-cell acute lymphoblastic leukemia
Predominantly_largevessel_vasculitis_Orphanet_156140,872355,Predominantly large-vessel vasculitis
Predominantly_smallvessel_vasculitis_Orphanet_156146,872356,Predominantly small-vessel vasculitis
Premature_aging_Orphanet_79389,872357,Premature aging
Presynaptic_congenital_myasthenic_syndromes_Orphanet_98914,872358,Presynaptic congenital myasthenic syndromes
Primary_adrenal_insufficiency_Orphanet_101958,872359,Primary adrenal insufficiency
Primary_biliary_cholangitis_Orphanet_186,872360,Primary biliary cholangitis
Primary_bone_dysplasia_Orphanet_364526,872361,Primary bone dysplasia
Primary_bone_dysplasia_with_decreased_bone_density_Orphanet_93446,872362,Primary bone dysplasia with decreased bone density
Primary_bone_dysplasia_with_defective_bone_mineralization_Orphanet_93447,872363,Primary bone dysplasia with defective bone mineralization
Primary_bone_dysplasia_with_disorganized_development_of_skeletal_components_Orphanet_93450,872364,Primary bone dysplasia with disorganized development of skeletal components
Primary_bone_dysplasia_with_increased_bone_density_Orphanet_93444,872365,Primary bone dysplasia with increased bone density
Primary_bone_dysplasia_with_multiple_joint_dislocations_Orphanet_93441,872366,Primary bone dysplasia with multiple joint dislocations
Primary_ciliary_dyskinesia_Orphanet_244,872367,Primary ciliary dyskinesia
Primary_congenital_hypothyroidism_Orphanet_226295,872368,Primary congenital hypothyroidism
Primary_congenital_hypothyroidism_without_thyroid_developmental_anomaly_Orphanet_95714,872369,Primary congenital hypothyroidism without thyroid developmental anomaly
Primary_cutaneous_Tcell_lymphoma_Orphanet_171901,872370,Primary cutaneous T-cell lymphoma
Primary_cutaneous_lymphoma_Orphanet_542,872371,Primary cutaneous lymphoma
Primary_hemophagocytic_lymphohistiocytosis_Orphanet_158038,872372,Primary hemophagocytic lymphohistiocytosis
Primary_immunodeficiency_Orphanet_101997,872373,Primary immunodeficiency
Primary_immunodeficiency_due_to_a_defect_in_adaptive_immunity_Orphanet_179006,872374,Primary immunodeficiency due to a defect in adaptive immunity
Primary_immunodeficiency_due_to_a_defect_in_innate_immunity_Orphanet_101988,872375,Primary immunodeficiency due to a defect in innate immunity
Primary_interstitial_lung_disease_specific_to_adulthood_Orphanet_264740,872376,Primary interstitial lung disease specific to adulthood
Primary_interstitial_lung_disease_specific_to_childhood_Orphanet_264665,872377,Primary interstitial lung disease specific to childhood
Primary_interstitial_lung_disease_specific_to_childhood_due_to_alveolar_structure_disorder_Orphanet_264670,872378,Primary interstitial lung disease specific to childhood due to alveolar structure disorder
Primary_interstitial_lung_disease_specific_to_childhood_due_to_pulmonary_surfactant_protein_anomalies_Orphanet_100049,872379,Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies
Primary_lipodystrophy_Orphanet_90970,872380,Primary lipodystrophy
Primary_lymphedema_Orphanet_77240,872381,Primary lymphedema
Primary_lymphedema_with_systemic_or_visceral_involvement_Orphanet_568044,872382,Primary lymphedema with systemic or visceral involvement
Primary_lymphedema_without_systemic_or_visceral_involvement_Orphanet_568041,872383,Primary lymphedema without systemic or visceral involvement
Primary_membranoproliferative_glomerulonephritis_Orphanet_54370,872384,Primary membranoproliferative glomerulonephritis
Primary_myoclonus_Orphanet_306750,872385,Primary myoclonus
Primary_organspecific_lymphoma_Orphanet_279911,872386,Primary organ-specific lymphoma
Primary_orthostatic_disorder_Orphanet_521236,872387,Primary orthostatic disorder
Primary_orthostatic_hypotension_Orphanet_182058,872388,Primary orthostatic hypotension
Primary_osteolysis_Orphanet_93449,872389,Primary osteolysis
Primary_progressive_aphasia_Orphanet_95432,872390,Primary progressive aphasia
Primary_renal_tubular_acidosis_Orphanet_314822,872391,Primary renal tubular acidosis
Progeroid_syndrome_Orphanet_139033,872392,Progeroid syndrome
Progressive_external_ophthalmoplegia_Orphanet_520820,872393,Progressive external ophthalmoplegia
Progressive_familial_intrahepatic_cholestasis_Orphanet_172,872394,Progressive familial intrahepatic cholestasis
Progressive_muscular_dystrophy_Orphanet_206644,872395,Progressive muscular dystrophy
Progressive_myoclonic_epilepsy_Orphanet_98261,872396,Progressive myoclonic epilepsy
Progressive_nonfluent_aphasia_Orphanet_100070,872397,Progressive non-fluent aphasia
Pseudohypoaldosteronism_Orphanet_444916,872398,Pseudohypoaldosteronism
Pulmonary_arterial_hypertension_Orphanet_182090,872399,Pulmonary arterial hypertension
Pulverulent_cataract_Orphanet_98984,872400,Pulverulent cataract
Pure_hereditary_spastic_paraplegia_Orphanet_102012,872401,Pure hereditary spastic paraplegia
Pure_or_complex_autosomal_dominant_spastic_paraplegia_Orphanet_320342,872402,Pure or complex autosomal dominant spastic paraplegia
Pure_or_complex_autosomal_recessive_spastic_paraplegia_Orphanet_320346,872403,Pure or complex autosomal recessive spastic paraplegia
Pure_or_complex_hereditary_spastic_paraplegia_Orphanet_320335,872404,Pure or complex hereditary spastic paraplegia
Pyogenic_autoinflammatory_syndrome_Orphanet_324927,872405,Pyogenic autoinflammatory syndrome
Pyogenic_autoinflammatory_syndrome_of_childhood_Orphanet_324942,872406,Pyogenic autoinflammatory syndrome of childhood
Pyruvate_dehydrogenase_deficiency_Orphanet_765,872407,Pyruvate dehydrogenase deficiency
Pyruvate_metabolism_disorder_Orphanet_254746,872408,Pyruvate metabolism disorder
Qualitative_or_quantitative_defects_of_FKRP_Orphanet_207119,872409,Qualitative or quantitative defects of FKRP
Qualitative_or_quantitative_defects_of_alphaactin_Orphanet_209059,872410,Qualitative or quantitative defects of alpha-actin
Qualitative_or_quantitative_defects_of_alphadystroglycan_Orphanet_371024,872411,Qualitative or quantitative defects of alpha-dystroglycan
Qualitative_or_quantitative_defects_of_dystrophin_Orphanet_207085,872412,Qualitative or quantitative defects of dystrophin
Qualitative_or_quantitative_defects_of_fukutin_Orphanet_207122,872413,Qualitative or quantitative defects of fukutin
Qualitative_or_quantitative_defects_of_myofibrillar_proteins_Orphanet_209038,872414,Qualitative or quantitative defects of myofibrillar proteins
Qualitative_or_quantitative_defects_of_nebulin_Orphanet_209182,872415,Qualitative or quantitative defects of nebulin
Qualitative_or_quantitative_defects_of_protein_Omannose_beta12Nacetylglucosaminyltransferase_Orphanet_209024,872416,"Qualitative or quantitative defects of protein O-mannose beta1,2N-acetylglucosaminyltransferase"
Qualitative_or_quantitative_defects_of_protein_Omannosyltransferase_1_Orphanet_209030,872417,Qualitative or quantitative defects of protein O-mannosyltransferase 1
Qualitative_or_quantitative_defects_of_protein_Omannosyltransferase_2_Orphanet_209033,872418,Qualitative or quantitative defects of protein O-mannosyltransferase 2
Qualitative_or_quantitative_defects_of_protein_involved_in_Oglycosylation_of_alphadystroglycan_Orphanet_207113,872419,Qualitative or quantitative defects of protein involved in O-glycosylation of alpha-dystroglycan
Qualitative_or_quantitative_defects_of_selenoprotein_N1_Orphanet_209193,872420,Qualitative or quantitative defects of selenoprotein N1
Qualitative_or_quantitative_defects_of_tropomyosin_Orphanet_284790,872421,Qualitative or quantitative defects of tropomyosin
Qualitative_or_quantitative_protein_defects_in_neuromuscular_diseases_Orphanet_207049,872422,Qualitative or quantitative protein defects in neuromuscular diseases
Quantitative_andor_qualitative_congenital_phagocyte_defect_Orphanet_101985,872423,Quantitative and/or qualitative congenital phagocyte defect
RASopathy_Orphanet_536391,872424,RASopathy
Rare_abdominal_surgical_disease_Orphanet_165711,872425,Rare abdominal surgical disease
Rare_acquired_aplastic_anemia_Orphanet_164823,872426,Rare acquired aplastic anemia
Rare_adrenal_disease_Orphanet_101954,872427,Rare adrenal disease
Rare_allergic_disease_Orphanet_98050,872428,Rare allergic disease
Rare_andrological_tumor_Orphanet_626609,872429,Rare andrological tumor
Rare_anemia_Orphanet_108997,872430,Rare anemia
Rare_aplastic_anemia_Orphanet_182040,872431,Rare aplastic anemia
Rare_ataxia_Orphanet_102002,872432,Rare ataxia
Rare_atrial_defect_and_interatrial_communication_Orphanet_98727,872433,Rare atrial defect and interatrial communication
Rare_autonomic_nervous_system_disorder_Orphanet_423662,872434,Rare autonomic nervous system disorder
Rare_autosomal_dominant_nonsyndromic_sensorineural_deafness_type_DFNA_Orphanet_90635,872435,Rare autosomal dominant non-syndromic sensorineural deafness type DFNA
Rare_autosomal_recessive_nonsyndromic_sensorineural_deafness_type_DFNB_Orphanet_90636,872436,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB
Rare_biliary_tract_disease_Orphanet_101941,872437,Rare biliary tract disease
Rare_bone_development_disorder_Orphanet_139012,872438,Rare bone development disorder
Rare_bone_disease_Orphanet_93419,872439,Rare bone disease
Rare_bone_disease_related_to_a_common_gene_or_pathway_defect_Orphanet_364803,872440,Rare bone disease related to a common gene or pathway defect
Rare_bone_tumor_Orphanet_68411,872441,Rare bone tumor
Rare_brainstem_or_cerebellar_disorder_with_ophthalmic_involvement_as_a_major_feature_Orphanet_519341,872442,Rare brainstem or cerebellar disorder with ophthalmic involvement as a major feature
Rare_breast_tumor_Orphanet_180250,872443,Rare breast tumor
Rare_capillary_malformation_Orphanet_211247,872444,Rare capillary malformation
Rare_carcinoma_of_pancreas_Orphanet_217074,872445,Rare carcinoma of pancreas
Rare_cardiac_disease_Orphanet_97929,872446,Rare cardiac disease
Rare_cardiac_rhythm_disease_Orphanet_218436,872447,Rare cardiac rhythm disease
Rare_cardiomyopathy_Orphanet_167848,872448,Rare cardiomyopathy
Rare_cause_of_hypertension_Orphanet_93618,872449,Rare cause of hypertension
Rare_choreic_movement_disorder_Orphanet_306715,872450,Rare choreic movement disorder
Rare_choroidal_disorder_Orphanet_519309,872451,Rare choroidal disorder
Rare_circulatory_system_disease_Orphanet_98028,872452,Rare circulatory system disease
Rare_coagulation_disorder_Orphanet_98429,872453,Rare coagulation disorder
Rare_congenital_nonsyndromic_heart_malformation_Orphanet_88991,872454,Rare congenital non-syndromic heart malformation
Rare_constitutional_anemia_Orphanet_183651,872455,Rare constitutional anemia
Rare_constitutional_aplastic_anemia_Orphanet_68383,872456,Rare constitutional aplastic anemia
Rare_constitutional_hemolytic_anemia_Orphanet_182043,872457,Rare constitutional hemolytic anemia
Rare_constitutional_hemolytic_anemia_due_to_a_red_cell_membrane_anomaly_Orphanet_98364,872458,Rare constitutional hemolytic anemia due to a red cell membrane anomaly
Rare_constitutional_hemolytic_anemia_due_to_an_enzyme_disorder_Orphanet_98369,872459,Rare constitutional hemolytic anemia due to an enzyme disorder
Rare_corneal_disorder_Orphanet_519282,872460,Rare corneal disorder
Rare_deafness_Orphanet_68361,872461,Rare deafness
Rare_deficiency_anemia_Orphanet_248293,872462,Rare deficiency anemia
Rare_dementia_Orphanet_89043,872463,Rare dementia
Rare_developmental_defect_during_embryogenesis_Orphanet_93890,872464,Rare developmental defect during embryogenesis
Rare_developmental_defect_with_connective_tissue_involvement_Orphanet_139030,872465,Rare developmental defect with connective tissue involvement
Rare_developmental_defect_with_skinmucosae_involvement_Orphanet_139027,872466,Rare developmental defect with skin/mucosae involvement
Rare_digestive_tumor_Orphanet_98059,872467,Rare digestive tumor
Rare_disease_involving_intestinal_motility_Orphanet_104009,872468,Rare disease involving intestinal motility
Rare_disease_with_Pierre_Robin_syndrome_Orphanet_138044,872469,Rare disease with Pierre Robin syndrome
Rare_disease_with_adrenal_Cushing_syndrome_as_a_major_feature_Orphanet_314749,872470,Rare disease with adrenal Cushing syndrome as a major feature
Rare_disease_with_autism_Orphanet_180772,872471,Rare disease with autism
Rare_disease_with_dentinogenesis_imperfecta_Orphanet_167762,872472,Rare disease with dentinogenesis imperfecta
Rare_disease_with_glaucoma_as_a_major_feature_Orphanet_98638,872473,Rare disease with glaucoma as a major feature
Rare_disease_with_malignant_hyperthermia_Orphanet_466658,872474,Rare disease with malignant hyperthermia
Rare_disease_with_myoclonus_as_a_major_feature_Orphanet_306753,872475,Rare disease with myoclonus as a major feature
Rare_disease_with_odontological_manifestation_Orphanet_98027,872476,Rare disease with odontological manifestation
Rare_disease_with_thoracic_aortic_aneurysm_and_aortic_dissection_Orphanet_285014,872477,Rare disease with thoracic aortic aneurysm and aortic dissection
Rare_disorder_involving_multiple_structures_of_the_eye_Orphanet_519329,872478,Rare disorder involving multiple structures of the eye
Rare_disorder_of_the_anterior_segment_of_the_eye_Orphanet_519284,872479,Rare disorder of the anterior segment of the eye
Rare_disorder_of_the_lacrimal_apparatus_Orphanet_98602,872480,Rare disorder of the lacrimal apparatus
Rare_disorder_of_the_ocular_adnexa_Orphanet_519266,872481,Rare disorder of the ocular adnexa
Rare_disorder_of_the_posterior_segment_of_the_eye_Orphanet_519311,872482,Rare disorder of the posterior segment of the eye
Rare_disorder_of_the_pupil_Orphanet_519286,872483,Rare disorder of the pupil
Rare_disorder_of_the_visual_organs_Orphanet_520814,872484,Rare disorder of the visual organs
Rare_disorder_potentially_indicated_for_bowel_transplant_Orphanet_506216,872485,Rare disorder potentially indicated for bowel transplant
Rare_disorder_potentially_indicated_for_heart_transplant_Orphanet_506225,872486,Rare disorder potentially indicated for heart transplant
Rare_disorder_potentially_indicated_for_hematopoietic_stem_cell_transplant_Orphanet_506219,872487,Rare disorder potentially indicated for hematopoietic stem cell transplant
Rare_disorder_potentially_indicated_for_kidney_transplant_Orphanet_506213,872488,Rare disorder potentially indicated for kidney transplant
Rare_disorder_potentially_indicated_for_liver_transplant_Orphanet_506210,872489,Rare disorder potentially indicated for liver transplant
Rare_disorder_potentially_indicated_for_lung_transplant_Orphanet_506222,872490,Rare disorder potentially indicated for lung transplant
Rare_disorder_related_with_pregnancy_childbirth_and_puerperium_Orphanet_163637,872491,"Rare disorder related with pregnancy, childbirth and puerperium"
Rare_disorder_with_Hirschsprung_disease_as_a_major_feature_Orphanet_557866,872492,Rare disorder with Hirschsprung disease as a major feature
Rare_disorder_with_a_moyamoya_angiopathy_Orphanet_477771,872493,Rare disorder with a moyamoya angiopathy
Rare_disorder_with_conjunctival_involvement_as_a_major_feature_Orphanet_98610,872494,Rare disorder with conjunctival involvement as a major feature
Rare_disorder_with_corneal_involvement_as_a_major_feature_Orphanet_519288,872495,Rare disorder with corneal involvement as a major feature
Rare_disorder_with_dystonia_and_other_neurologic_or_systemic_manifestation_Orphanet_370106,872496,Rare disorder with dystonia and other neurologic or systemic manifestation
Rare_disorder_with_ectropion_Orphanet_519268,872497,Rare disorder with ectropion
Rare_disorder_with_entropion_Orphanet_519270,872498,Rare disorder with entropion
Rare_disorder_with_female_infertility_due_to_a_congenital_hypogonadotropic_hypogonadism_Orphanet_399846,872499,Rare disorder with female infertility due to a congenital hypogonadotropic hypogonadism
Rare_disorder_with_hypergonadotropic_hypogonadism_Orphanet_181441,872500,Rare disorder with hypergonadotropic hypogonadism
Rare_disorder_with_hypertrichosis_Orphanet_79365,872501,Rare disorder with hypertrichosis
Rare_disorder_with_lens_opacification_Orphanet_98640,872502,Rare disorder with lens opacification
Rare_disorder_with_multisystemic_involvement_and_congenital_hypogonadotropic_hypogonadism_Orphanet_181387,872503,Rare disorder with multisystemic involvement and congenital hypogonadotropic hypogonadism
Rare_disorder_with_obstructive_azoospermia_Orphanet_399824,872504,Rare disorder with obstructive azoospermia
Rare_disorder_with_pigmented_sclera_Orphanet_519296,872505,Rare disorder with pigmented sclera
Rare_disorder_with_ptosis_Orphanet_98578,872506,Rare disorder with ptosis
Rare_disorder_with_strabismus_Orphanet_98681,872507,Rare disorder with strabismus
Rare_dyslipidemia_Orphanet_101953,872508,Rare dyslipidemia
Rare_dystonia_Orphanet_68363,872509,Rare dystonia
Rare_endocrine_disease_Orphanet_97978,872510,Rare endocrine disease
Rare_endocrine_growth_disease_Orphanet_90692,872511,Rare endocrine growth disease
Rare_epilepsy_Orphanet_101998,872512,Rare epilepsy
Rare_epithelial_tumor_of_pancreas_Orphanet_424033,872513,Rare epithelial tumor of pancreas
Rare_epithelial_tumor_of_stomach_Orphanet_63443,872514,Rare epithelial tumor of stomach
Rare_eye_tumor_Orphanet_101950,872515,Rare eye tumor
Rare_eyelid_malposition_disorder_Orphanet_98567,872516,Rare eyelid malposition disorder
Rare_familial_disorder_with_hypertrophic_cardiomyopathy_Orphanet_99739,872517,Rare familial disorder with hypertrophic cardiomyopathy
Rare_female_infertility_Orphanet_98049,872518,Rare female infertility
Rare_female_infertility_due_to_a_congenital_hypogonadotropic_hypogonadism_Orphanet_399839,872519,Rare female infertility due to a congenital hypogonadotropic hypogonadism
Rare_female_infertility_due_to_an_adrenal_disorder_Orphanet_399849,872520,Rare female infertility due to an adrenal disorder
Rare_female_infertility_due_to_gonadal_dysgenesis_Orphanet_399877,872521,Rare female infertility due to gonadal dysgenesis
Rare_female_infertility_due_to_hypothalamicpituitarygonadal_axis_disorder_Orphanet_399831,872522,Rare female infertility due to hypothalamic-pituitary-gonadal axis disorder
Rare_female_infertility_due_to_hypothalamicpituitarygonadal_axis_disorder_of_genetic_origin_Orphanet_400011,872523,Rare female infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin
Rare_female_infertility_due_to_oocyte_maturation_defect_Orphanet_404469,872524,Rare female infertility due to oocyte maturation defect
Rare_gastroenterologic_disease_Orphanet_97935,872525,Rare gastroenterologic disease
Rare_gastroesophageal_disease_Orphanet_101936,872526,Rare gastroesophageal disease
Rare_gastroesophageal_tumor_Orphanet_180821,872527,Rare gastroesophageal tumor
Rare_genetic_adrenal_disease_Orphanet_183637,872528,Rare genetic adrenal disease
Rare_genetic_autonomic_nervous_system_disorder_Orphanet_434786,872529,Rare genetic autonomic nervous system disorder
Rare_genetic_bone_development_disorder_Orphanet_404584,872530,Rare genetic bone development disorder
Rare_genetic_bone_disease_Orphanet_183524,872531,Rare genetic bone disease
Rare_genetic_brainstem_or_cerebellar_disorder_with_ophthalmic_involvement_as_a_major_feature_Orphanet_522506,872532,Rare genetic brainstem or cerebellar disorder with ophthalmic involvement as a major feature
Rare_genetic_capillary_malformation_Orphanet_459526,872533,Rare genetic capillary malformation
Rare_genetic_cardiac_disease_Orphanet_98054,872534,Rare genetic cardiac disease
Rare_genetic_cause_of_hypertension_Orphanet_156629,872535,Rare genetic cause of hypertension
Rare_genetic_choroidal_disorder_Orphanet_522584,872536,Rare genetic choroidal disorder
Rare_genetic_coagulation_disorder_Orphanet_183654,872537,Rare genetic coagulation disorder
Rare_genetic_corneal_disorder_Orphanet_522556,872538,Rare genetic corneal disorder
Rare_genetic_deafness_Orphanet_96210,872539,Rare genetic deafness
Rare_genetic_developmental_defect_during_embryogenesis_Orphanet_183530,872540,Rare genetic developmental defect during embryogenesis
Rare_genetic_disease_with_myoclonus_as_a_major_feature_Orphanet_307067,872541,Rare genetic disease with myoclonus as a major feature
Rare_genetic_disorder_involving_multiple_structures_of_the_eye_Orphanet_522578,872542,Rare genetic disorder involving multiple structures of the eye
Rare_genetic_disorder_of_the_anterior_segment_of_the_eye_Orphanet_522538,872543,Rare genetic disorder of the anterior segment of the eye
Rare_genetic_disorder_of_the_lacrimal_apparatus_Orphanet_522532,872544,Rare genetic disorder of the lacrimal apparatus
Rare_genetic_disorder_of_the_ocular_adnexa_Orphanet_522524,872545,Rare genetic disorder of the ocular adnexa
Rare_genetic_disorder_of_the_posterior_segment_of_the_eye_Orphanet_522570,872546,Rare genetic disorder of the posterior segment of the eye
Rare_genetic_disorder_of_the_pupil_Orphanet_522568,872547,Rare genetic disorder of the pupil
Rare_genetic_disorder_of_the_visual_organs_Orphanet_522504,872548,Rare genetic disorder of the visual organs
Rare_genetic_disorder_with_corneal_involvement_as_a_major_feature_Orphanet_522558,872549,Rare genetic disorder with corneal involvement as a major feature
Rare_genetic_disorder_with_entropion_Orphanet_522530,872550,Rare genetic disorder with entropion
Rare_genetic_disorder_with_lens_opacification_Orphanet_522546,872551,Rare genetic disorder with lens opacification
Rare_genetic_disorder_with_obstructive_azoospermia_Orphanet_400003,872552,Rare genetic disorder with obstructive azoospermia
Rare_genetic_disorder_with_strabismus_Orphanet_522518,872553,Rare genetic disorder with strabismus
Rare_genetic_dystonia_Orphanet_391799,872554,Rare genetic dystonia
Rare_genetic_endocrine_disease_Orphanet_156638,872555,Rare genetic endocrine disease
Rare_genetic_epilepsy_Orphanet_183512,872556,Rare genetic epilepsy
Rare_genetic_eye_disease_Orphanet_101435,872557,Rare genetic eye disease
Rare_genetic_eyelid_malposition_disorder_Orphanet_522528,872558,Rare genetic eyelid malposition disorder
Rare_genetic_female_infertility_Orphanet_400008,872559,Rare genetic female infertility
