id,label,neo4j_id
Factor27_Snoring,Chondrocyte and Bone Development,835299
Factor5_Snoring,Gene Regulation Factors,835300
Factor11_Snoring,Respiratory Distress and Abnormalities,835301
Factor3_SnoringAdjBMI,Limb Development Processes,835304
Factor4_SnoringAdjBMI,Ear Structure Anomalies,835305
Factor7_SnoringAdjBMI,Hedgehog Signaling Pathways,835306
Factor13_SnoringAdjBMI,Somite Development Processes,835307
Factor18_SnoringAdjBMI,Hedgehog and Wnt Pathways,835308
Factor19_SnoringAdjBMI,Nephron and Tubule Formation,835309
Factor20_SnoringAdjBMI,Otic and Cochlear Defects,835310
Factor23_SnoringAdjBMI,Heart Morphogenesis Mechanisms,835311
Factor2_SnoringAdjBMI,Otic Vesicle Development,835312
Factor16_SnoringAdjBMI,Thymus and Gland Development,835313
Factor17_SnoringAdjBMI,Mammary Gland Development,835314
Factor26_SnoringAdjBMI,Epithelial and Neural Development,835315
Factor5_SnoringAdjBMI,Tympanic Ring Changes,835316
Factor1_SnoringAdjBMI,Ear Morphology Abnormalities,835317
Factor9_SnoringAdjBMI,Heart Development Signaling,835318
Factor14_SnoringAdjBMI,Neuron Differentiation Regulation,835319
Factor6_SnoringAdjBMI,Craniofacial Defects,835320
Factor25_SnoringAdjBMI,Limb and Digit Morphogenesis,835321
Factor22_SnoringAdjBMI,Cardiac Morphogenesis Processes,835322
Factor15_SnoringAdjBMI,Forebrain and Gland Development,835323
Factor12_SnoringAdjBMI,Epithelial-Mesenchymal Transition Regulation,835324
Factor8_SnoringAdjBMI,Pattern Specification Mechanisms,835325
Factor28_SnoringAdjBMI,Skeletal System Development,835326
Factor10_SnoringAdjBMI,Neural Tube Patterning,835327
Factor11_SnoringAdjBMI,Neuron Fate Commitment,835328
Factor27_SnoringAdjBMI,Organ and Ear Morphogenesis,835329
Factor30_SnoringAdjBMI,Lung Morphogenesis Processes,835330
Factor29_SnoringAdjBMI,Bone and Cartilage Development,835331
Factor24_SnoringAdjBMI,Forebrain and CNS Development,835332
Factor21_SnoringAdjBMI,Organ Growth Regulation,835333
Factor1_SpO2min,Cancer and Development Pathways,835335
Factor2_SpO2min,Adipose and Breast Cancer Genes,835336
Factor3_SpO2min,Bone Morphology Abnormalities,835337
Factor7_SpO2per90,Heart and Organ Growth,835339
Factor8_SpO2per90,Cardiac Morphogenesis,835340
Factor1_SpO2per90,Neuron Differentiation Regulation,835341
Factor9_SpO2per90,Mesenchyme and Epithelial Transition,835342
Factor4_SpO2per90,Kidney and Cardiac Development,835343
Factor3_SpO2per90,Skeletal Abnormalities,835344
Factor5_SpO2per90,Epithelial Tube Morphogenesis,835345
Factor10_SpO2per90,Kidney Development Processes,835346
Factor2_SpO2per90,Digestive System Development,835347
Factor6_SpO2per90,Kinase Coexpression Profiles,835348
Factor3_Spleen_volume,Cancer Pathways Overview,835352
Factor5_Spleen_volume,Glioma and Cancer Progression,835353
Factor9_Spleen_volume,Glioma and Signaling Pathways,835354
Factor6_Spleen_volume,Signaling Pathways in Apoptosis,835355
Factor7_Spleen_volume,Senescence and Pathway Interactions,835356
Factor4_Spleen_volume,Cellular Senescence and Signaling,835357
Factor1_Spleen_volume,Hematopoiesis and Cancer Pathways,835358
Factor2_Spleen_volume,Muscle and Placenta Development,835359
Factor8_Spleen_volume,Hematopoiesis and Anemia Indicators,835360
Factor8_Stroke,FGF and Melanoma Signaling,835362
Factor13_Stroke,Organ and System Development,835363
Factor14_Stroke,Digestive System Development,835364
Factor16_Stroke,Angiogenesis and Signaling Pathways,835365
Factor17_Stroke,Cancer Types and Pathways,835366
Factor18_Stroke,FGFR and Signaling Pathways,835367
Factor2_Stroke,Epithelial Morphogenesis and Cancer,835368
Factor11_Stroke,Stem Cell and Cancer Pathways,835369
Factor20_Stroke,Osteoblast and Skeletal Development,835370
Factor22_Stroke,Cardiac Morphogenesis,835371
Factor1_Stroke,Cancer Signaling Pathways,835372
Factor21_Stroke,Epithelial Cell Migration and Proliferation,835373
Factor3_Stroke,Melanoma and Cancer Pathways,835374
Factor4_Stroke,Cancer and Stem Cell Signaling,835375
Factor15_Stroke,Cardiac Morphogenesis and Transitions,835376
Factor5_Stroke,Limb and Gland Morphogenesis,835377
Factor12_Stroke,Cardiac Development Abnormalities,835378
Factor6_Stroke,Cardiac Development and Stem Cells,835379
Factor19_Stroke,Cardiac Growth and Development,835380
Factor23_Stroke,Epithelial Tubule Development,835381
Factor9_Stroke,Cell Adhesion and Development,835382
Factor7_Stroke,Lung Cancer and Pathways,835383
Factor10_Stroke,Vascular and Morphogenetic Development,835384
Factor2_Stroke_cardioembolic,Intrinsic Pathway and Fibrinolysis,835393
Factor3_Stroke_cardioembolic,Fibrinolysis and Plasminogen Activation,835394
Factor4_Stroke_cardioembolic,ADGRF5 Gene Regulation Effects,835395
Factor1_Stroke_cardioembolic,Heart Development and Muscle Formation,835396
Factor2_Stroke_hemorrhagic,Kidney Development and Differentiation,835406
Factor7_Stroke_hemorrhagic,Foregut and Kidney Development,835407
Factor12_Stroke_hemorrhagic,Nephrogenesis and Ureteric Development,835408
Factor17_Stroke_hemorrhagic,Mesoderm and Organ Formation,835409
Factor1_Stroke_hemorrhagic,Abnormal Digestive Tract Morphology,835410
Factor9_Stroke_hemorrhagic,Heart and Organ Formation,835411
Factor10_Stroke_hemorrhagic,BMP Signaling Regulation,835412
Factor18_Stroke_hemorrhagic,Cardiac Chamber Morphogenesis,835413
Factor11_Stroke_hemorrhagic,Organ Identity and Morphogenesis,835414
Factor14_Stroke_hemorrhagic,Digestive Tract Morphogenesis,835415
Factor16_Stroke_hemorrhagic,Renal System Morphogenesis,835416
Factor3_Stroke_hemorrhagic,Kidney Development and Cell Lineage,835417
Factor6_Stroke_hemorrhagic,Heart Development and Morphology,835418
Factor5_Stroke_hemorrhagic,Decreased Nephron and Glomerulus,835419
Factor4_Stroke_hemorrhagic,Regulation of Neuron Differentiation,835420
Factor15_Stroke_hemorrhagic,Abnormal Mandible and Cleft Palate,835421
Factor13_Stroke_hemorrhagic,Neuron Projection Development,835422
Factor8_Stroke_hemorrhagic,Pulmonary and Renal Development,835423
Factor7_Stroke_ischemic,Abnormal Cardiac Outflow Tract,835427
Factor8_Stroke_ischemic,Cardiac Morphogenesis and Transition,835428
Factor13_Stroke_ischemic,Cardiac Muscle Proliferation Regulation,835429
Factor1_Stroke_ischemic,Coagulation and Wound Healing,835430
Factor2_Stroke_ischemic,Regulation of Wound Healing,835431
Factor11_Stroke_ischemic,Striated Muscle Tissue Development,835432
Factor10_Stroke_ischemic,Cardiac Muscle Function Regulation,835433
Factor12_Stroke_ischemic,Heart and Endocardial Development,835434
Factor5_Stroke_ischemic,Cardiac Abnormalities and Failure,835435
Factor4_Stroke_ischemic,Heart Development and Morphogenesis,835436
Factor15_Stroke_ischemic,Blood Vessel Morphogenesis and Remodeling,835437
Factor3_Stroke_ischemic,Extracellular Matrix Degradation,835438
Factor14_Stroke_ischemic,Epithelial Tube and Kidney Development,835439
Factor6_Stroke_ischemic,Embryonic Lethality and Hemorrhage,835440
Factor9_Stroke_ischemic,Fetal Growth and Lethality,835441
Factor6_Stumvoll,Beta cell gene regulation,835449
Factor7_Stumvoll,Type 2 diabetes characteristics,835450
Factor13_Stumvoll,Pancreatic morphology changes,835451
Factor16_Stumvoll,Type 2 diabetes features,835452
Factor17_Stumvoll,Pancreatic beta cell decline,835453
Factor18_Stumvoll,Beta cell hyperplasia,835454
Factor19_Stumvoll,Insulin secretion challenges,835455
Factor10_Stumvoll,Carbohydrate metabolic regulation,835456
Factor1_Stumvoll,Adipogenesis and insulin resistance,835457
Factor12_Stumvoll,Insulin secretion regulation,835458
Factor2_Stumvoll,Pancreatic beta cell dysfunction,835459
Factor3_Stumvoll,Impaired insulin secretion and tolerance,835460
Factor5_Stumvoll,Abnormal beta cell physiology,835461
Factor4_Stumvoll,Glucose homeostasis impairment,835462
Factor11_Stumvoll,Insulin response pathways,835463
Factor14_Stumvoll,Glucose stimulus responses,835464
Factor8_Stumvoll,Insulin sensitivity improvement,835465
Factor15_Stumvoll,Insulin secretion regulation,835466
Factor9_Stumvoll,Glucose level fluctuations,835467
Factor4_T1D,IL-2 Family Signaling,835469
Factor7_T1D,Insulitis and Autoimmunity,835470
Factor8_T1D,PD-1 Signaling Pathway,835471
Factor9_T1D,Hyperglycemia and Insulin Levels,835472
Factor10_T1D,Absent CD4+ T Cells,835473
Factor12_T1D,CTLA4 Pathway Modulators,835474
Factor21_T1D,T Cell Activation Pathways,835475
Factor22_T1D,T Cell Differentiation Regulation,835476
Factor26_T1D,Interleukin 2 Signaling Pathways,835477
Factor30_T1D,Brown Adipose Gene Coexpression,835478
Factor3_T1D,Naive CD4+ T Cell Genes,835479
Factor11_T1D,Increased Plasma Cell Number,835480
Factor14_T1D,Olfactory Neuroepithelium B Cells,835481
Factor17_T1D,Adult Olfactory T Cells,835482
Factor24_T1D,Thyroid Gene Expression Changes,835483
Factor1_T1D,Abnormal CD8+ T Cell Morphology,835484
Factor2_T1D,Thymic T Cell Selection,835485
Factor19_T1D,Abnormal CD4+ T Cell Differentiation,835486
Factor25_T1D,Lymphocyte Differentiation Regulation,835487
Factor6_T1D,Lupus T Cell Analysis,835488
Factor15_T1D,Fetal Lymphoid Cell Types,835489
Factor20_T1D,Systemic Lupus Erythematosus Indicators,835490
Factor13_T1D,Developing Fetal Lymphoid Cells,835491
Factor5_T1D,Allograft Rejection Pathways,835492
Factor29_T1D,T Cell Proliferation Regulation,835493
Factor28_T1D,P2RY10 Gene Coexpression,835494
Factor18_T1D,Abnormal Immune Physiology,835495
Factor16_T1D,Increased Granulocyte Numbers,835496
Factor23_T1D,Abnormal B Cell Differentiation,835497
Factor27_T1D,Myeloid Cell Differentiation,835498
Factor1_T1DwKA,Alkaloid Response and Cognition,835528
Factor4_T1DwKA,Antipsychotic Medications,835529
Factor5_T1DwKA,Hormone Secretion Regulation,835530
Factor3_T1DwKA,Calcium and Opioid Signaling,835531
Factor2_T1DwKA,Organ Development and Morphogenesis,835532
Factor6_T1DwKA,Circulatory System Functions,835533
Factor7_T1DwKA,Ion Transport Regulation,835534
Factor1_T1DwNM,Abnormal Eye and Development,835536
Factor4_T1DwNM,Organ Morphogenesis Regulation,835537
Factor5_T1DwNM,Kidney and Epithelial Tube,835538
Factor6_T1DwNM,Heart Morphogenesis and Development,835539
Factor2_T1DwNM,Endocardial Cushion Development,835540
Factor3_T1DwNM,Sensory Organ Development,835541
Factor2_T1DwOM,Myeloid Differentiation Changes,835542
Factor5_T1DwOM,System Development Processes,835543
Factor1_T1DwOM,Circulatory System Abnormalities,835544
Factor3_T1DwOM,Cerebellum Development Disorders,835545
Factor4_T1DwOM,Heart Development Anomalies,835546
Factor1_T1DwRM,Organ Development Processes,835555
Factor2_T1DwRM,Cancer and Signaling Pathways,835556
Factor3_T1DwRM,Kidney Development Processes,835557
Factor4_T1DwRM,Heart Morphogenesis and Development,835558
Factor9_T2D,Gene Expression in Diabetes,835560
Factor15_T2D,Abnormal Pancreatic Islet Development,835561
Factor18_T2D,Regulation of Secretion Processes,835562
Factor24_T2D,Glucose Homeostasis and Triglyceride Levels,835563
Factor25_T2D,Regulation of Glucose Metabolism,835564
Factor29_T2D,Cancer Pathways and Hyperglycemia,835565
Factor3_T2D,Abnormal Triglyceride and Lipid Levels,835566
Factor6_T2D,Impaired Insulin and Glucose Tolerance,835567
Factor7_T2D,Type 2 Diabetes and Insulin Resistance,835568
Factor10_T2D,Diabetes with Fat Abnormalities,835569
Factor19_T2D,Glucose Homeostasis and Diabetes,835570
Factor22_T2D,Obesity and Leptin Levels,835571
Factor5_T2D,Insulin and Fat Pad Abnormalities,835572
Factor12_T2D,Brown Adipose Tissue and Insulin Resistance,835573
Factor21_T2D,Pancreatic Beta Cell Abnormalities,835574
Factor30_T2D,Pancreatic Islets and Insulin Dynamics,835575
Factor4_T2D,Insulin Secretion and Fat Morphology,835576
Factor27_T2D,Small Islets and Beta Cell Issues,835577
Factor1_T2D,Glioblastoma and Cell Cycle Pathways,835578
Factor2_T2D,Body Fat and Weight Regulation,835579
Factor17_T2D,Diet-Induced Obesity Susceptibility,835580
Factor13_T2D,Adipogenesis and Glucose Homeostasis,835581
Factor16_T2D,Insulin Level and Sensitivity Improvement,835582
Factor20_T2D,Hyperglycemia and Insulin Levels,835583
Factor8_T2D,Hematopoiesis and Liver Abnormalities,835584
Factor14_T2D,Carbohydrate and Insulin Responses,835585
Factor26_T2D,Insulin Secretion Regulation Processes,835586
Factor11_T2D,Glucose Circulation and Insulin Response,835587
Factor23_T2D,Liver Triglyceride and Weight Increase,835588
Factor28_T2D,Insulin Response Cell Mechanisms,835589
Factor7_T2D_add,Beta Cell Gene Regulation,835591
Factor24_T2D_add,Type 2 Diabetes Characteristics,835592
Factor26_T2D_add,Cancer Signaling Pathways,835593
Factor28_T2D_add,Carbohydrate Metabolism Regulation,835594
Factor30_T2D_add,Pancreatic Development Processes,835595
Factor6_T2D_add,Pancreatic Beta Cell Changes,835596
Factor25_T2D_add,Pancreatic Beta Cell Abnormalities,835597
Factor22_T2D_add,Epithelial Tube Morphogenesis,835598
Factor27_T2D_add,Pancreatic Islet Abnormalities,835599
Factor14_T2D_add,Leptin and Wnt Signaling,835600
Factor17_T2D_add,Glucose Tolerance and Regulation,835601
Factor20_T2D_add,Lipid Storage Regulation,835602
Factor13_T2D_add,Pancreas Development Factors,835603
Factor29_T2D_add,Small Islet and Beta Issues,835604
Factor1_T2D_add,Cell Cycle Regulation,835605
Factor5_T2D_add,Cancer Cell Cycle Dysregulation,835606
Factor10_T2D_add,Short Bone Developmental Abnormalities,835607
Factor2_T2D_add,Glucose Metabolism Abnormalities,835608
Factor16_T2D_add,Insulin Sensitivity Improvement,835609
Factor21_T2D_add,Protein Localization Regulation,835610
Factor19_T2D_add,Hormone Secretion Regulation,835611
Factor15_T2D_add,Protein Secretion Regulation,835612
Factor8_T2D_add,Insulin Secretion Impairment,835613
Factor11_T2D_add,Glucose Homeostasis Improvement,835614
Factor9_T2D_add,Carbohydrate Response Issues,835615
Factor12_T2D_add,Carbohydrate Homeostasis Regulation,835616
Factor3_T2D_add,Craniofacial Bone Morphology,835617
Factor4_T2D_add,Cleft Palate Disorders,835618
Factor18_T2D_add,Protein Kinase Activity Regulation,835619
Factor23_T2D_add,Heart and Vessel Morphogenesis,835620
Factor2_T2D_autoimmune,Antigen Processing and Binding,835625
Factor1_T2D_autoimmune,T Cell Dysfunction and Inflammation,835626
Factor1_T2D_dom,Metabolic Dysregulation and Hyperglycemia,835632
Factor2_T2D_insulin-resistant,Mesodermal Cell Development,835633
Factor3_T2D_insulin-resistant,Anatomical Structure Regulation,835634
Factor5_T2D_insulin-resistant,Wnt Signaling Regulation,835635
Factor6_T2D_insulin-resistant,Endocardial Cushion Formation,835636
Factor1_T2D_insulin-resistant,Smooth Muscle Cell Development,835637
Factor4_T2D_insulin-resistant,Cardiac and Muscle Morphogenesis,835638
Factor2_T2D_nopreg,Insulin Secretion and Diabetes,835643
Factor3_T2D_nopreg,Pancreatic Islets and Diabetes,835644
Factor1_T2D_nopreg,Cancer and Genetic Instability,835645
Factor6_T2D_preg,Diabetes and Gene Regulation,835647
Factor9_T2D_preg,Type II Diabetes Factors,835648
Factor16_T2D_preg,Liver Glycogen and Fat Abnormalities,835649
Factor18_T2D_preg,Diabetes and Pancreatic Morphology,835650
Factor25_T2D_preg,Pancreatic Morphology and Dysfunction,835651
Factor10_T2D_preg,Pancreatic Function Decline,835652
Factor20_T2D_preg,Insulin Secretion Deficiency,835653
Factor2_T2D_preg,Adipose Tissue Abnormalities,835654
Factor24_T2D_preg,Insulin Secretion Regulation,835655
Factor13_T2D_preg,Pancreatic Islet Structural Changes,835656
Factor22_T2D_preg,Insulin Regulation and Secretion,835657
Factor23_T2D_preg,Pancreatic Islet and Glucose Levels,835658
Factor12_T2D_preg,Hyperglycemia and Insulin Resistance,835659
Factor21_T2D_preg,Pancreatic Abnormalities in Diabetes,835660
Factor8_T2D_preg,Obesity-related Hormonal Changes,835661
Factor1_T2D_preg,Glucose and Insulin Dysregulation,835662
Factor11_T2D_preg,Glucose and Insulin Dynamics,835663
Factor3_T2D_preg,Liver Fat Accumulation,835664
Factor4_T2D_preg,Obesity and Insulin Resistance,835665
Factor14_T2D_preg,White Adipose Tissue Reduction,835666
Factor17_T2D_preg,Insulin Secretion Enhancement,835667
Factor7_T2D_preg,Energy Expenditure Alterations,835668
Factor19_T2D_preg,Insulin Regulation Pathways,835669
Factor15_T2D_preg,Glucose Homeostasis Disruptions,835670
Factor5_T2D_preg,Glucose Homeostasis Pathways,835671
Factor8_T2D_rec,Type II Diabetes Dynamics,835672
Factor12_T2D_rec,Adipogenesis Regulatory Factors,835673
Factor18_T2D_rec,Beta Cell Mass Increases,835674
Factor2_T2D_rec,Beta Cell Development Pathways,835675
Factor19_T2D_rec,Gene Expression in Beta Cells,835676
Factor23_T2D_rec,Type II Diabetes Impacts,835677
Factor24_T2D_rec,Diabetes and Islet Abnormalities,835678
Factor20_T2D_rec,Beta Cell Morphology Abnormalities,835679
Factor22_T2D_rec,Islet Morphology Disorders,835680
Factor1_T2D_rec,Glomerulus Morphology Abnormalities,835681
Factor16_T2D_rec,Beta Cell Mass Reductions,835682
Factor7_T2D_rec,Glucose Homeostasis Issues,835683
Factor14_T2D_rec,Glucose Circulation Abnormalities,835684
Factor15_T2D_rec,Insulin Secretion Changes,835685
Factor17_T2D_rec,Insulin and Glucose Variations,835686
Factor21_T2D_rec,Pancreatic Beta Cell Dynamics,835687
Factor5_T2D_rec,Insulin Level Fluctuations,835688
Factor3_T2D_rec,Pancreatic Islet Disorders,835689
Factor13_T2D_rec,Pancreas Developmental Regulation,835690
Factor4_T2D_rec,Carbohydrate Homeostasis Processes,835691
Factor6_T2D_rec,Insulin Secretion Regulation,835692
Factor9_T2D_rec,Peptide Secretion Regulation,835693
Factor11_T2D_rec,Glucose Homeostasis Disruptions,835694
Factor10_T2D_rec,Pancreas Development Factors,835695
Factor15_T2DadjBMI,Insulin Resistance Pathways,835696
Factor18_T2DadjBMI,Insulin and Glucose Dysregulation,835697
Factor23_T2DadjBMI,Type 2 Diabetes Indicators,835698
Factor27_T2DadjBMI,Diabetes and Adipose Changes,835699
Factor30_T2DadjBMI,Gene Regulation in Diabetes,835700
Factor8_T2DadjBMI,Diabetes Development Factors,835701
Factor16_T2DadjBMI,Cancer Signaling Pathways,835702
Factor29_T2DadjBMI,Pancreatic Islet Dysfunction,835703
Factor24_T2DadjBMI,Muscle Glucose Uptake Issues,835704
Factor25_T2DadjBMI,Adipocyte Signaling Dysregulation,835705
Factor17_T2DadjBMI,Pancreatic Islet Changes,835706
Factor3_T2DadjBMI,Adipose Tissue Dysfunction,835707
Factor19_T2DadjBMI,Fatty Acid Metabolism Issues,835708
Factor1_T2DadjBMI,Pancreatic Insulin Regulation,835709
Factor13_T2DadjBMI,Pancreatic Function Impairment,835710
Factor26_T2DadjBMI,Insulin Secretion Regulation,835711
Factor20_T2DadjBMI,Adipose Tissue Abnormalities,835712
Factor7_T2DadjBMI,Insulin Secretion Control,835713
Factor6_T2DadjBMI,Lipid Storage Regulation,835714
Factor10_T2DadjBMI,Abnormal Glucose Regulation,835715
Factor21_T2DadjBMI,Hyperglycemia and Insulin Resistance,835716
Factor11_T2DadjBMI,Insulin Secretion Control,835717
Factor14_T2DadjBMI,Hormone Regulation Issues,835718
Factor22_T2DadjBMI,Glucose and Insulin Imbalances,835719
Factor9_T2DadjBMI,Glucose and Lipid Homeostasis,835720
Factor5_T2DadjBMI,Glucose Regulation Issues,835721
Factor28_T2DadjBMI,Obesity Resistance Factors,835722
Factor4_T2DadjBMI,Lipid Metabolism Disorders,835723
Factor12_T2DadjBMI,Liver Abnormalities,835724
Factor2_T2DadjBMI,Hematopoietic Cell Deficiency,835725
Factor1_T2DwKA,Abnormal Ear and Ganglion Morphology,835729
Factor4_T2DwKA,White Adipose Gene Expression,835730
Factor3_T2DwKA,Nerve Development and Morphology,835731
Factor5_T2DwKA,Cardiac Development and Morphogenesis,835732
Factor6_T2DwKA,Adipose Gene Regulation Changes,835733
Factor2_T2DwKA,Respiratory and Neonatal Distress,835734
Factor14_T2DwNM,Hyperglycemia & Pancreas Development,835740
Factor15_T2DwNM,Maturity Onset Diabetes Pathways,835741
Factor20_T2DwNM,Pancreatic Islets & Apoptosis,835742
Factor21_T2DwNM,Abnormal Beta Cell Morphology,835743
Factor7_T2DwNM,Abnormal Beta Cell Physiology,835744
Factor1_T2DwNM,Abnormal Sexual Interaction & Pathways,835745
Factor9_T2DwNM,Hyperglycemia & Glucose Homeostasis,835746
Factor17_T2DwNM,Hyperglycemia & Body Fat,835747
Factor16_T2DwNM,Increased Insulin & Triglycerides,835748
Factor3_T2DwNM,Increased Glucose,835749
Factor5_T2DwNM,Hyperlipidemia & Obesity Disorders,835750
Factor6_T2DwNM,Decreased Insulin & Glucose Homeostasis,835751
Factor10_T2DwNM,Lipid Levels & Liver Enlargement,835752
Factor12_T2DwNM,Decreased Insulin & Fat Pad,835753
Factor13_T2DwNM,Insulin Secretion Regulation,835754
Factor19_T2DwNM,Decreased Insulin & Type II Diabetes,835755
Factor8_T2DwNM,Abnormal Weight & Liver Issues,835756
Factor11_T2DwNM,Leptin & Brown Adipose Morphology,835757
Factor18_T2DwNM,Glucose Homeostasis & Signaling Pathways,835758
Factor2_T2DwNM,Pancreas Development & Growth Factors,835759
Factor4_T2DwNM,Insulin,835760
Factor8_T2DwOM,Beta cell mass and insulin secretion,835761
Factor10_T2DwOM,Diabetes and pancreatic changes,835762
Factor15_T2DwOM,Diabetes and ceramide roles,835763
Factor17_T2DwOM,Adipogenesis and glucose homeostasis,835764
Factor13_T2DwOM,Gene regulation and beta cell development,835765
Factor22_T2DwOM,Pancreatic islet and glucose dynamics,835766
Factor28_T2DwOM,Diabetes and pancreatic morphology,835767
Factor26_T2DwOM,Beta cell mass and insulin secretion,835768
Factor4_T2DwOM,Cancer signaling and DNA damage,835769
Factor18_T2DwOM,Glucose transport regulation and diabetes,835770
Factor27_T2DwOM,Insulin secretion and obesity susceptibility,835771
Factor29_T2DwOM,Islet morphology and pancreatic abnormalities,835772
Factor19_T2DwOM,Islet size and insulin secretion,835773
Factor6_T2DwOM,Insulin secretion and glucose tolerance,835774
Factor7_T2DwOM,Insulin secretion regulation and homeostasis,835775
Factor3_T2DwOM,Glucose levels and vesicle transport,835776
Factor25_T2DwOM,Obesity susceptibility and glucose tolerance,835777
Factor2_T2DwOM,Insulin levels and glucose tolerance,835778
Factor11_T2DwOM,Insulin,835779
Factor12_T2DwOM,Insulin resistance and glucose abnormalities,835780
Factor1_T2DwOM,Myocardial abnormalities and growth response,835781
Factor5_T2DwOM,Triglycerides and fat morphology,835782
Factor20_T2DwOM,Obesity susceptibility and energy homeostasis,835783
Factor14_T2DwOM,Protein secretion regulation pathways,835784
Factor30_T2DwOM,Hyperglycemia and glucose tolerance issues,835785
Factor16_T2DwOM,Glucose homeostasis and hormone response,835786
Factor23_T2DwOM,Carbohydrate homeostasis and energy response,835787
Factor24_T2DwOM,Epithelial and endothelial proliferation,835788
Factor9_T2DwOM,Monosaccharide response and hypoglycemia,835789
Factor21_T2DwOM,Insulin response and hormone stimuli,835790
Factor2_T2DwPC,Intestinal Tumor and Morphology Changes,835791
Factor1_T2DwPC,Ovarian Dysfunction and Weight Gain,835792
Factor7_T2DwRM,Glucose Homeostasis Disruption,835793
Factor17_T2DwRM,Beta Cell Mass and Function,835794
Factor18_T2DwRM,Islet Developmental Abnormalities,835795
Factor4_T2DwRM,Monosaccharide Response Mechanisms,835796
Factor22_T2DwRM,Pancreas Development and Response,835797
Factor11_T2DwRM,Insulin Secretion Decrease,835798
Factor20_T2DwRM,Glucose Tolerance and Obesity,835799
Factor9_T2DwRM,Peptide and Insulin Secretion,835800
Factor2_T2DwRM,Insulin and Glucose Regulation,835801
Factor19_T2DwRM,Insulin Secretion Enhancement,835802
Factor16_T2DwRM,Islet Disorganization and Glucose,835803
Factor12_T2DwRM,Insulin Secretion and Hormones,835804
Factor15_T2DwRM,Carbohydrate Response and Regulation,835805
Factor13_T2DwRM,Carbohydrate Homeostasis Pathways,835806
Factor3_T2DwRM,Glucose Tolerance and Intake,835807
Factor8_T2DwRM,Insulin Secretion and Homeostasis,835808
Factor14_T2DwRM,Glucose Homeostasis Abnormalities,835809
Factor1_T2DwRM,Gland Development and Growth,835810
Factor10_T2DwRM,Hormone Secretion Regulations,835811
Factor21_T2DwRM,Lipid Metabolism Regulation,835812
Factor6_T2DwRM,Lipid Metabolic Regulation,835813
Factor5_T2DwRM,Obesity and Glucose Tolerance,835814
Factor4_TB-BMD,Wnt Signaling in Heart Development,835815
Factor10_TB-BMD,Wnt Signaling Pathway Variants,835816
Factor13_TB-BMD,Wnt Pathway and Hepatocellular Carcinoma,835817
Factor26_TB-BMD,Mammary Gland Development and Morphogenesis,835818
Factor5_TB-BMD,Cancer Pathways and Osteoblast Differentiation,835819
Factor6_TB-BMD,Hedgehog Pathways in Carcinomas,835820
Factor20_TB-BMD,Fragile Skeleton and Mineralization Issues,835821
Factor28_TB-BMD,Embryonic Morphogenesis and Tube Formation,835822
Factor17_TB-BMD,Wnt Signaling Regulation in Organogenesis,835823
Factor1_TB-BMD,Abnormal Osteoblast and Chondrocyte Differentiation,835824
Factor11_TB-BMD,Abnormal Skeleton and Osteoblast Differentiation,835825
Factor12_TB-BMD,Pathways in Heart and Cancer Development,835826
Factor18_TB-BMD,Bone Mineralization and Osteoblast Functions,835827
Factor30_TB-BMD,Organ Formation and Cardiac Development,835828
Factor2_TB-BMD,Vertebrae and Xiphoid Process Abnormalities,835829
Factor7_TB-BMD,Abnormal Bone Morphology and Remodeling,835830
Factor14_TB-BMD,Embryonic Limb and Digits Morphology,835831
Factor22_TB-BMD,Craniofacial Bone and Mandible Abnormalities,835832
Factor16_TB-BMD,Heart Development and Morphogenesis,835833
Factor19_TB-BMD,Abnormal Limb and Xiphoid Morphology,835834
Factor29_TB-BMD,Bone and Cartilage Development Processes,835835
Factor25_TB-BMD,Stem Cell Pluripotency and Cancer Pathways,835836
Factor9_TB-BMD,Heart Development and Osteoblast Differentiation,835837
Factor21_TB-BMD,Mesoderm and Germ Layer Development,835838
Factor3_TB-BMD,Impaired Bone Ossification and Cartilage Development,835839
Factor15_TB-BMD,Mesenchyme and Epithelial Transition Regulation,835840
Factor27_TB-BMD,Nephron and Tubule Morphogenesis,835841
Factor24_TB-BMD,Striated Muscle Cell Differentiation Regulation,835842
Factor23_TB-BMD,Short Limbs and Long Bone Reduction,835843
Factor8_TB-BMD,Decreased Bone Mineralization Factors,835844
Factor5_TB-LM,Cancer Cell Cycle Regulation,835847
Factor6_TB-LM,G1 Transition and Endochondral Ossification,835848
Factor7_TB-LM,Cyclin Expression and Pathways,835849
Factor3_TB-LM,DNA Damage Response Pathways,835850
Factor12_TB-LM,Cell Cycle Control Pathways,835851
Factor16_TB-LM,G1 Pathway and Morphology,835852
Factor20_TB-LM,Craniofacial Bone Abnormalities,835853
Factor4_TB-LM,Delayed Endochondral Bone Development,835854
Factor14_TB-LM,Short Upper Limb Bones,835855
Factor17_TB-LM,Limb Shortening and Morphology,835856
Factor27_TB-LM,Bone and Chondrocyte Development,835857
Factor2_TB-LM,Short and Abnormal Bones,835858
Factor9_TB-LM,Short Ulna and Long Bone,835859
Factor18_TB-LM,Dwarfism and Cartilage Issues,835860
Factor24_TB-LM,Various Embryonic and Cancer Pathways,835861
Factor13_TB-LM,Hematopoiesis and Leukemia Factors,835862
Factor28_TB-LM,Osteoblast Differentiation Pathways,835863
